name,fitness,feasible,throughput_mean,throughput_ci_lower,throughput_ci_upper,critical_TTC_p95_mean,critical_TTC_p95_ci_lower,critical_TTC_p95_ci_upper,adverse_events_rate_mean,overload_time_mean,missed_critical_rate_mean,mean_wait_mean,constraint_missed_critical_rate,constraint_critical_TTC_exceeded
FIFO_always_admit_exact_info,4.799514463567137,True,3.94375,3.85794725240428,4.02955274759572,0.4918912547366264,0.33143717018681146,0.6523453392864413,0.004564275255981228,0.0,0.0007142857142857143,4.279333512196228,0.005,0.0
FIFO_always_admit_no_info,2.4541124347183034,True,1.625,1.561211040085018,1.688788959914982,0.08072779880831155,0.028710729556307983,0.1327448680603151,0.0030080981110392874,0.0,0.0,0.8286999107389121,0.0,0.0
Severity_always_admit_exact_info,4.9597075422766785,True,3.953125,3.8665055075097334,4.039744492490267,0.38881038957981234,0.26792108763027433,0.5096996915293504,0.004241627995765932,0.0,0.0016666666666666666,4.267138537133832,0.005,0.0
Severity_always_admit_no_info,2.522210440582817,True,1.63125,1.565441959622004,1.6970580403779962,0.06330873644429313,0.01856414016732734,0.10805333272125893,0.002674764777705954,0.0,0.0,0.8190086904045887,0.0,0.0
Hybrid_always_admit_coarse_info,4.900225670542118,True,3.95875,3.871979638610999,4.045520361389001,0.38217272572170996,0.26252214224614484,0.501823309197275,0.004241627995765932,0.0,0.0016666666666666666,4.421877608319159,0.005,0.0
Risk_threshold_gating_no_exact_info,2.522210440582817,True,1.63125,1.565441959622004,1.6970580403779962,0.06330873644429313,0.01856414016732734,0.10805333272125893,0.002674764777705954,0.0,0.0,0.8190086904045887,0.0,0.0
